index,times,temperature,humidity,winddirection,windpower,rains,waterlevels63002501,rains63002550,waterlevels63002550,waterlevels
2021-04-06 17:00:00,406.17,21.0,42.0,1,1.0,0.0,4.74,0.0,123.81,4.04
2021-04-06 18:00:00,406.18,20.0,47.0,2,1.0,0.0,4.74,0.0,123.81,4.03
2021-04-06 19:00:00,406.19,18.0,58.0,2,1.0,0.0,4.74,0.0,123.81,4.03
2021-04-06 20:00:00,406.2,17.0,54.0,2,1.0,0.0,4.74,0.0,123.8,4.03
2021-04-06 21:00:00,406.21,16.0,58.0,2,1.0,0.0,4.73,0.0,123.8,4.03
2021-04-06 22:00:00,406.22,15.0,60.0,2,1.0,0.0,4.74,0.0,123.79,4.03
2021-04-06 23:00:00,406.23,15.0,53.0,1,1.0,0.0,4.74,0.0,123.78,4.03
2021-04-07 00:00:00,407.0,14.0,65.0,2,1.0,0.0,4.74,0.0,123.77,4.03
2021-04-07 01:00:00,407.01,14.0,61.0,2,1.0,0.0,4.73,0.0,123.77,4.03
2021-04-07 02:00:00,407.02,14.0,59.0,2,1.0,0.0,4.74,0.0,123.76,4.03
2021-04-07 03:00:00,407.03,14.0,58.0,1,1.0,0.0,4.74,0.0,123.75,4.03
2021-04-07 04:00:00,407.04,14.0,60.0,1,1.0,0.0,4.74,0.0,123.75,4.03
2021-04-07 05:00:00,407.05,13.0,63.0,1,1.0,0.0,4.73,0.0,123.74,4.02
2021-04-07 06:00:00,407.06,12.0,56.0,2,2.0,0.0,4.73,0.0,123.74,4.02
2021-04-07 07:00:00,407.07,14.0,65.0,8,1.0,0.0,4.74,0.0,123.73,4.02
2021-04-07 08:00:00,407.08,15.0,63.0,2,1.0,0.0,4.74,0.0,123.73,4.02
2021-04-07 09:00:00,407.09,15.0,61.0,2,2.0,0.0,4.74,0.0,123.72,4.02
2021-04-07 10:00:00,407.1,15.0,61.0,2,2.0,0.0,4.74,0.0,123.71,4.02
2021-04-07 11:00:00,407.11,16.0,48.0,1,2.0,0.0,4.74,0.0,123.71,4.02
2021-04-07 12:00:00,407.12,17.0,42.0,2,1.0,0.0,4.74,0.0,123.7,4.02
2021-04-07 13:00:00,407.13,17.0,48.0,1,2.0,0.0,4.74,0.0,123.7,4.02
2021-04-07 14:00:00,407.14,16.0,48.0,1,1.0,0.0,4.74,0.0,123.69,4.02
2021-04-07 15:00:00,407.15,16.0,59.0,2,1.0,0.0,4.73,0.0,123.68,4.02
2021-04-07 16:00:00,407.16,15.0,56.0,1,1.0,0.0,4.74,0.0,123.68,4.02
2021-04-07 17:00:00,407.17,14.0,67.0,1,2.0,0.5,4.74,0.0,123.68,4.02
2021-04-07 18:00:00,407.18,14.0,73.0,8,1.0,1.0,4.74,0.5,123.67,4.02
2021-04-07 19:00:00,407.19,13.0,80.0,8,3.0,1.0,4.74,0.5,123.66,4.02
2021-04-07 20:00:00,407.2,12.0,80.0,1,2.0,0.5,4.74,0.5,123.64,4.02
2021-04-07 21:00:00,407.21,12.0,79.0,1,2.0,0.0,4.74,0.0,123.63,4.02
2021-04-07 22:00:00,407.22,12.0,83.0,1,2.0,0.5,4.74,0.5,123.64,4.02
2021-04-07 23:00:00,407.23,15.0,64.0,2,1.0,0.0,4.73,0.0,123.63,4.02
2021-04-08 00:00:00,408.0,12.0,80.0,1,2.0,0.0,4.74,0.0,123.63,4.02
2021-04-08 01:00:00,408.01,11.0,74.0,1,2.0,0.0,4.74,0.0,123.63,4.02
2021-04-08 02:00:00,408.02,11.0,77.0,1,1.0,0.5,4.74,0.5,123.62,4.02
2021-04-08 03:00:00,408.03,10.0,91.0,1,1.0,0.5,4.74,0.5,123.62,4.02
2021-04-08 04:00:00,408.04,10.0,90.0,1,2.0,0.5,4.74,0.0,123.62,4.02
2021-04-08 05:00:00,408.05,11.0,88.0,1,2.0,0.0,4.74,0.0,123.61,4.02
2021-04-08 06:00:00,408.06,10.0,93.0,1,2.0,0.5,4.74,0.0,123.61,4.02
2021-04-08 07:00:00,408.07,11.0,90.0,1,2.0,0.0,4.74,0.5,123.61,4.02
2021-04-08 08:00:00,408.08,11.0,82.0,1,2.0,0.0,4.74,0.0,123.61,4.02
2021-04-08 09:00:00,408.09,12.0,79.0,8,1.0,0.0,4.74,0.0,123.6,4.02
2021-04-08 10:00:00,408.1,13.0,72.0,1,2.0,0.0,4.74,0.0,123.59,4.02
2021-04-08 11:00:00,408.11,13.0,69.0,1,1.0,0.0,4.73,0.0,123.59,4.02
2021-04-08 12:00:00,408.12,14.0,68.0,1,1.0,0.0,4.73,0.0,123.59,4.02
2021-04-08 13:00:00,408.13,15.0,66.0,2,1.0,0.0,4.74,0.0,123.58,4.02
2021-04-08 14:00:00,408.14,15.0,62.0,1,1.0,0.0,4.74,0.0,123.58,4.02
2021-04-08 15:00:00,408.15,15.0,60.0,1,1.0,0.0,4.73,0.0,123.57,4.02
2021-04-08 16:00:00,408.16,16.0,60.0,8,1.0,0.0,4.74,0.0,123.57,4.03
2021-04-08 17:00:00,408.17,16.0,55.0,3,1.0,0.0,4.74,0.0,123.56,4.03
2021-04-08 18:00:00,408.18,15.0,57.0,3,1.0,0.0,4.74,0.0,123.55,4.03
2021-04-08 19:00:00,408.19,14.0,63.0,3,1.0,0.0,4.74,0.0,123.55,4.03
2021-04-08 20:00:00,408.2,14.0,65.0,4,0.0,0.0,4.74,0.0,123.54,4.03
2021-04-08 21:00:00,408.21,14.0,67.0,5,1.0,0.0,4.74,0.0,123.54,4.03
2021-04-08 22:00:00,408.22,13.0,71.0,7,1.0,0.0,4.73,0.0,123.53,4.02
2021-04-08 23:00:00,408.23,11.0,86.0,1,2.0,0.0,4.73,0.0,123.53,4.02
2021-04-09 00:00:00,409.0,13.0,74.0,5,1.0,0.0,4.74,0.0,123.52,4.02
2021-04-09 01:00:00,409.01,13.0,76.0,4,1.0,0.0,4.74,0.0,123.52,4.02
2021-04-09 02:00:00,409.02,12.0,80.0,5,1.0,0.0,4.74,0.0,123.52,4.02
2021-04-09 03:00:00,409.03,12.0,83.0,6,1.0,0.0,4.74,0.0,123.52,4.02
2021-04-09 04:00:00,409.04,11.0,88.0,6,1.0,0.0,4.74,0.0,123.52,4.02
2021-04-09 05:00:00,409.05,10.0,91.0,8,1.0,0.0,4.74,0.0,123.52,4.02
2021-04-09 06:00:00,409.06,10.0,79.0,1,2.0,0.0,4.74,0.0,123.52,4.02
2021-04-09 07:00:00,409.07,11.0,74.0,8,2.0,0.0,4.74,0.0,123.52,4.02
2021-04-09 08:00:00,409.08,12.0,64.0,7,2.0,0.0,4.74,0.0,123.52,4.02
2021-04-09 09:00:00,409.09,15.0,53.0,1,2.0,0.0,4.74,0.0,123.52,4.02
2021-04-09 10:00:00,409.1,17.0,41.0,1,2.0,0.0,4.74,0.0,123.46,4.02
2021-04-09 11:00:00,409.11,18.0,26.0,2,2.0,0.0,4.74,0.0,123.45,4.02
2021-04-09 12:00:00,409.12,19.0,25.0,2,2.0,0.0,4.74,0.0,123.45,4.02
2021-04-09 13:00:00,409.13,20.0,24.0,1,2.0,0.0,4.73,0.0,123.45,4.02
2021-04-09 14:00:00,409.14,20.0,25.0,2,2.0,0.0,4.74,0.0,123.45,4.02
2021-04-09 15:00:00,409.15,20.0,27.0,2,2.0,0.0,4.75,0.0,123.44,4.02
2021-04-09 16:00:00,409.16,20.0,27.0,2,1.0,0.0,4.75,0.0,123.43,4.02
2021-04-09 17:00:00,409.17,17.0,32.0,7,6.0,0.0,4.74,0.0,123.42,4.02
2021-04-09 18:00:00,409.18,16.0,33.0,7,6.0,0.0,4.73,0.0,123.41,4.03
2021-04-09 19:00:00,409.19,15.0,39.0,2,1.0,0.0,4.73,0.0,123.4,4.03
2021-04-09 20:00:00,409.2,14.0,45.0,2,1.0,0.0,4.74,0.0,123.39,4.03
2021-04-09 21:00:00,409.21,13.0,53.0,1,1.0,0.0,4.74,0.0,123.38,4.03
2021-04-09 22:00:00,409.22,12.0,54.0,2,1.0,0.0,4.74,0.0,123.38,4.03
2021-04-09 23:00:00,409.23,13.0,74.0,2,1.0,0.0,4.74,0.0,123.37,4.03
2021-04-10 00:00:00,410.0,11.0,65.0,8,1.0,0.0,4.74,0.0,123.37,4.03
2021-04-10 01:00:00,410.01,11.0,70.0,8,1.0,0.0,4.74,0.0,123.36,4.03
2021-04-10 02:00:00,410.02,10.0,71.0,3,1.0,0.0,4.74,0.0,123.35,4.03
2021-04-10 03:00:00,410.03,10.0,67.0,3,1.0,0.0,4.74,0.0,123.34,4.03
2021-04-10 04:00:00,410.04,9.0,71.0,8,1.0,0.0,4.74,0.0,123.33,4.04
2021-04-10 05:00:00,410.05,9.0,72.0,6,1.0,0.0,4.74,0.0,123.33,4.04
2021-04-10 06:00:00,410.06,9.0,75.0,8,1.0,0.0,4.74,0.0,123.32,4.04
2021-04-10 07:00:00,410.07,10.0,77.0,2,1.0,0.0,4.74,0.0,123.32,4.04
2021-04-10 08:00:00,410.08,13.0,65.0,3,1.0,0.0,4.74,0.0,123.31,4.04
2021-04-10 09:00:00,410.09,15.0,61.0,8,2.0,0.0,4.74,0.0,123.3,4.04
2021-04-10 10:00:00,410.1,17.0,60.0,2,2.0,0.0,4.74,0.0,123.29,4.04
2021-04-10 11:00:00,410.11,19.0,59.0,1,2.0,0.0,4.74,0.0,123.29,4.04
2021-04-10 12:00:00,410.12,19.0,53.0,2,2.0,0.0,4.73,0.0,123.28,4.04
2021-04-10 13:00:00,410.13,20.0,51.0,2,2.0,0.0,4.74,0.0,123.27,4.04
2021-04-10 14:00:00,410.14,20.0,50.0,1,2.0,0.0,4.74,0.0,123.27,4.04
2021-04-10 15:00:00,410.15,20.0,50.0,1,2.0,0.0,4.75,0.0,123.26,4.04
2021-04-10 16:00:00,410.16,19.0,54.0,2,2.0,0.0,4.74,0.0,123.26,4.04
2021-04-10 17:00:00,410.17,18.0,61.0,2,1.0,0.0,4.74,0.0,123.26,4.04
2021-04-10 18:00:00,410.18,17.0,63.0,2,1.0,0.0,4.74,0.0,123.25,4.04
2021-04-10 19:00:00,410.19,16.0,71.0,2,2.0,0.0,4.74,0.0,123.24,4.04
2021-04-10 20:00:00,410.2,15.0,80.0,2,1.0,0.0,4.74,0.0,123.24,4.04
2021-04-10 21:00:00,410.21,15.0,82.0,2,1.0,0.0,4.74,0.0,123.23,4.04
2021-04-10 22:00:00,410.22,12.0,54.0,2,1.0,0.0,4.74,0.0,123.22,4.04
2021-04-10 23:00:00,410.23,12.0,58.0,1,1.0,0.0,4.73,0.0,123.22,4.04
2021-04-11 00:00:00,411.0,14.0,91.0,2,1.0,0.0,4.74,0.0,123.21,4.04
2021-04-11 01:00:00,411.01,14.0,95.0,2,1.0,0.0,4.74,0.0,123.21,4.04
2021-04-11 02:00:00,411.02,14.0,95.0,2,1.0,0.0,4.74,0.0,123.2,4.04
2021-04-11 03:00:00,411.03,14.0,94.0,2,1.0,0.0,4.74,0.0,123.19,4.04
2021-04-11 04:00:00,411.04,15.0,97.0,7,1.0,0.0,4.74,0.0,123.19,4.04
2021-04-11 05:00:00,411.05,15.0,98.0,7,1.0,0.0,4.74,0.0,123.18,4.04
2021-04-11 06:00:00,411.06,15.0,99.0,8,1.0,0.0,4.74,0.0,123.17,4.04
2021-04-11 07:00:00,411.07,15.0,98.0,2,1.0,0.5,4.74,0.0,123.16,4.04
2021-04-11 08:00:00,411.08,15.0,99.0,2,1.0,0.5,4.74,0.5,123.16,4.04
2021-04-11 09:00:00,411.09,16.0,99.0,2,1.0,1.0,4.74,1.0,123.15,4.04
2021-04-11 10:00:00,411.1,16.0,99.0,1,1.0,0.5,4.74,0.0,123.14,4.04
2021-04-11 11:00:00,411.11,16.0,98.0,5,1.0,0.0,4.74,0.0,123.14,4.04
2021-04-11 12:00:00,411.12,16.0,98.0,2,1.0,0.0,4.74,0.0,123.13,4.04
2021-04-11 13:00:00,411.13,17.0,97.0,1,1.0,2.0,4.74,2.5,123.13,4.04
2021-04-11 14:00:00,411.14,17.0,98.0,1,1.0,0.5,4.74,0.0,123.12,4.04
2021-04-11 15:00:00,411.15,17.0,98.0,2,1.0,1.0,4.74,0.0,123.11,4.04
2021-04-11 16:00:00,411.16,17.0,99.0,7,1.0,0.0,4.74,0.5,123.11,4.04
2021-04-11 17:00:00,411.17,17.0,99.0,1,1.0,0.0,4.74,0.5,123.11,4.04
2021-04-11 18:00:00,411.18,17.0,99.0,3,1.0,0.0,4.74,0.0,123.1,4.04
2021-04-11 19:00:00,411.19,16.0,99.0,3,1.0,0.5,4.74,0.0,123.09,4.04
2021-04-11 20:00:00,411.2,16.0,99.0,3,1.0,0.5,4.74,0.0,123.09,4.04
2021-04-11 21:00:00,411.21,16.0,99.0,6,1.0,0.5,4.74,0.5,123.08,4.04
2021-04-11 22:00:00,411.22,16.0,99.0,5,1.0,0.0,4.74,0.0,123.08,4.04
2021-04-11 23:00:00,411.23,14.0,89.0,2,1.0,1.5,4.74,2.0,123.07,4.04
2021-04-12 00:00:00,412.0,16.0,100.0,5,1.0,2.5,4.75,2.0,123.07,4.04
2021-04-12 01:00:00,412.01,16.0,100.0,5,1.0,0.5,4.75,0.5,123.06,4.04
2021-04-12 02:00:00,412.02,16.0,100.0,3,1.0,0.5,4.75,1.0,123.06,4.04
2021-04-12 03:00:00,412.03,16.0,100.0,2,1.0,4.5,4.75,3.0,123.05,4.05
2021-04-12 04:00:00,412.04,16.0,100.0,3,1.0,0.0,4.76,0.0,123.05,4.05
2021-04-12 05:00:00,412.05,16.0,100.0,3,1.0,0.0,4.75,0.0,123.05,4.05
2021-04-12 06:00:00,412.06,16.0,100.0,3,1.0,2.5,4.75,1.5,123.05,4.05
2021-04-12 07:00:00,412.07,16.0,100.0,5,1.0,0.0,4.76,0.0,123.04,4.05
2021-04-12 08:00:00,412.08,16.0,100.0,5,1.0,0.0,4.76,0.0,123.04,4.06
2021-04-12 09:00:00,412.09,16.0,100.0,6,1.0,0.0,4.75,0.0,123.04,4.06
2021-04-12 10:00:00,412.1,17.0,100.0,5,1.0,0.5,4.75,0.5,123.04,4.07
2021-04-12 11:00:00,412.11,17.0,99.0,2,1.0,0.0,4.76,0.0,123.05,4.07
2021-04-12 12:00:00,412.12,17.0,99.0,7,1.0,0.0,4.76,0.0,123.05,4.07
2021-04-12 13:00:00,412.13,17.0,98.0,5,1.0,0.0,4.76,0.0,123.06,4.07
2021-04-12 14:00:00,412.14,17.0,98.0,5,1.0,0.0,4.76,0.0,123.07,4.07
2021-04-12 15:00:00,412.15,17.0,98.0,6,1.0,0.0,4.76,0.0,123.08,4.08
2021-04-12 16:00:00,412.16,17.0,95.0,6,1.0,0.0,4.76,0.0,123.09,4.08
2021-04-12 17:00:00,412.17,17.0,95.0,5,1.0,0.0,4.77,0.0,123.09,4.08
2021-04-12 18:00:00,412.18,18.0,94.0,3,1.0,0.0,4.77,0.0,123.05,4.08
2021-04-12 19:00:00,412.19,17.0,96.0,8,1.0,0.0,4.76,0.0,123.04,4.08
2021-04-12 20:00:00,412.2,17.0,94.0,7,1.0,0.0,4.77,0.0,123.05,4.08
2021-04-12 21:00:00,412.21,17.0,92.0,7,1.0,0.0,4.77,0.0,123.05,4.08
2021-04-12 22:00:00,412.22,17.0,94.0,7,1.0,0.0,4.77,0.0,123.06,4.08
2021-04-12 23:00:00,412.23,16.0,100.0,8,1.0,0.0,4.76,0.0,123.06,4.08
2021-04-13 00:00:00,413.0,16.0,95.0,8,0.0,0.0,4.77,0.0,123.07,4.08
2021-04-13 01:00:00,413.01,16.0,96.0,7,1.0,0.0,4.77,0.0,123.07,4.08
2021-04-13 02:00:00,413.02,16.0,95.0,3,1.0,0.0,4.77,0.0,123.08,4.08
2021-04-13 03:00:00,413.03,16.0,89.0,6,1.0,0.0,4.77,0.0,123.08,4.08
2021-04-13 04:00:00,413.04,16.0,90.0,6,1.0,0.0,4.77,0.0,123.08,4.08
2021-04-13 05:00:00,413.05,15.0,90.0,6,1.0,0.0,4.77,0.0,123.09,4.08
2021-04-13 06:00:00,413.06,15.0,91.0,5,1.0,0.0,4.77,0.0,123.09,4.08
2021-04-13 07:00:00,413.07,16.0,90.0,6,1.0,0.0,4.77,0.0,123.1,4.08
2021-04-13 08:00:00,413.08,17.0,82.0,4,1.0,0.0,4.77,0.0,123.1,4.08
2021-04-13 09:00:00,413.09,19.0,74.0,7,2.0,0.0,4.77,0.0,123.1,4.08
2021-04-13 10:00:00,413.1,20.0,68.0,1,2.0,0.0,4.77,0.0,123.11,4.08
2021-04-13 11:00:00,413.11,20.0,66.0,6,2.0,0.0,4.77,0.0,123.11,4.08
2021-04-13 12:00:00,413.12,21.0,63.0,2,2.0,0.0,4.77,0.0,123.11,4.08
2021-04-13 13:00:00,413.13,22.0,61.0,2,1.0,0.0,4.77,0.0,123.11,4.08
2021-04-13 14:00:00,413.14,23.0,56.0,2,2.0,0.0,4.77,0.0,123.11,4.08
2021-04-13 15:00:00,413.15,23.0,54.0,1,1.0,0.0,4.77,0.0,123.11,4.08
2021-04-13 16:00:00,413.16,21.0,62.0,2,2.0,0.0,4.77,0.0,123.11,4.08
2021-04-13 17:00:00,413.17,19.0,76.0,2,2.0,0.0,4.77,0.0,123.1,4.08
2021-04-13 18:00:00,413.18,17.0,82.0,3,2.0,0.0,4.77,0.0,123.1,4.08
2021-04-13 19:00:00,413.19,16.0,83.0,2,2.0,0.0,4.78,0.0,123.1,4.08
2021-04-13 20:00:00,413.2,15.0,90.0,2,2.0,0.5,4.76,0.5,123.1,4.08
2021-04-13 21:00:00,413.21,14.0,86.0,2,2.0,0.0,4.77,0.0,123.1,4.07
2021-04-13 22:00:00,413.22,14.0,86.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-13 23:00:00,413.23,17.0,95.0,5,1.0,0.0,4.77,0.0,123.1,4.07
2021-04-14 00:00:00,414.0,14.0,86.0,2,1.0,0.5,4.77,0.5,123.09,4.07
2021-04-14 01:00:00,414.01,14.0,91.0,1,1.0,0.5,4.77,0.5,123.09,4.07
2021-04-14 02:00:00,414.02,13.0,93.0,1,1.0,1.5,4.77,1.5,123.09,4.07
2021-04-14 03:00:00,414.03,13.0,95.0,1,1.0,2.0,4.77,1.5,123.09,4.07
2021-04-14 04:00:00,414.04,13.0,97.0,1,1.0,1.0,4.78,2.0,123.09,4.07
2021-04-14 05:00:00,414.05,13.0,97.0,2,1.0,0.5,4.78,0.5,123.08,4.07
2021-04-14 06:00:00,414.06,12.0,96.0,1,1.0,0.5,4.78,0.5,123.08,4.07
2021-04-14 07:00:00,414.07,12.0,96.0,1,1.0,0.0,4.78,0.0,123.08,4.07
2021-04-14 08:00:00,414.08,12.0,92.0,1,1.0,0.0,4.78,0.0,123.08,4.07
2021-04-14 09:00:00,414.09,12.0,85.0,1,2.0,0.0,4.78,0.0,123.08,4.07
2021-04-14 10:00:00,414.1,13.0,82.0,2,1.0,0.0,4.78,0.5,123.08,4.07
2021-04-14 11:00:00,414.11,13.0,79.0,1,1.0,0.0,4.78,0.0,123.08,4.07
2021-04-14 12:00:00,414.12,14.0,67.0,2,2.0,0.0,4.78,0.0,123.09,4.07
2021-04-14 13:00:00,414.13,16.0,57.0,2,2.0,0.0,4.79,0.0,123.09,4.07
2021-04-14 14:00:00,414.14,15.0,57.0,2,2.0,0.0,4.79,0.0,123.09,4.08
2021-04-14 15:00:00,414.15,15.0,61.0,2,2.0,0.0,4.78,0.0,123.09,4.08
2021-04-14 16:00:00,414.16,14.0,57.0,2,2.0,0.0,4.78,0.0,123.09,4.08
2021-04-14 17:00:00,414.17,14.0,60.0,2,2.0,0.0,4.78,0.0,123.09,4.08
2021-04-14 18:00:00,414.18,14.0,60.0,2,1.0,0.0,4.79,0.0,123.09,4.08
2021-04-14 19:00:00,414.19,14.0,61.0,2,1.0,0.0,4.79,0.0,123.09,4.08
2021-04-14 20:00:00,414.2,13.0,64.0,1,1.0,0.0,4.78,0.0,123.09,4.08
2021-04-14 21:00:00,414.21,13.0,66.0,2,1.0,0.0,4.78,0.0,123.09,4.08
2021-04-14 22:00:00,414.22,13.0,59.0,2,1.0,0.0,4.78,0.0,123.1,4.08
2021-04-14 23:00:00,414.23,14.0,86.0,2,1.0,0.0,4.78,0.0,123.1,4.08
2021-04-15 00:00:00,415.0,12.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.08
2021-04-15 01:00:00,415.01,12.0,71.0,2,1.0,0.0,4.79,0.0,123.1,4.08
2021-04-15 02:00:00,415.02,12.0,75.0,2,1.0,0.0,4.79,0.0,123.1,4.08
2021-04-15 03:00:00,415.03,11.0,78.0,1,1.0,0.0,4.78,0.0,123.09,4.08
2021-04-15 04:00:00,415.04,11.0,81.0,1,1.0,0.0,4.79,0.0,123.1,4.08
2021-04-15 05:00:00,415.05,12.0,79.0,2,2.0,0.0,4.79,0.0,123.1,4.08
2021-04-15 06:00:00,415.06,12.0,79.0,2,1.0,0.0,4.78,0.0,123.1,4.08
2021-04-15 07:00:00,415.07,12.0,79.0,2,1.0,0.0,4.78,0.0,123.1,4.07
2021-04-15 08:00:00,415.08,13.0,78.0,2,1.0,0.0,4.79,0.0,123.1,4.07
2021-04-15 09:00:00,415.09,14.0,71.0,2,2.0,0.0,4.79,0.0,123.1,4.07
2021-04-15 10:00:00,415.1,15.0,70.0,2,1.0,0.0,4.79,0.0,123.1,4.07
2021-04-15 11:00:00,415.11,15.0,65.0,1,2.0,0.0,4.79,0.0,123.1,4.07
2021-04-15 12:00:00,415.12,17.0,64.0,2,2.0,0.0,4.79,0.0,123.1,4.07
2021-04-15 13:00:00,415.13,18.0,66.0,2,1.0,0.0,4.79,0.0,123.1,4.07
2021-04-15 14:00:00,415.14,18.0,63.0,3,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-15 15:00:00,415.15,19.0,64.0,1,1.0,0.0,4.78,0.0,123.1,4.07
2021-04-15 16:00:00,415.16,19.0,65.0,1,1.0,0.0,4.78,0.0,123.1,4.07
2021-04-15 17:00:00,415.17,18.0,67.0,2,1.0,0.0,4.78,0.0,123.1,4.07
2021-04-15 18:00:00,415.18,17.0,71.0,2,1.0,0.0,4.78,0.0,123.1,4.07
2021-04-15 19:00:00,415.19,16.0,74.0,2,1.0,0.0,4.78,0.0,123.1,4.07
2021-04-15 20:00:00,415.2,15.0,79.0,2,1.0,0.0,4.78,0.0,123.1,4.07
2021-04-15 21:00:00,415.21,15.0,81.0,8,1.0,0.0,4.78,0.0,123.1,4.07
2021-04-15 22:00:00,415.22,14.0,83.0,3,0.0,0.0,4.78,0.0,123.1,4.07
2021-04-15 23:00:00,415.23,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 00:00:00,416.0,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 01:00:00,416.01,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 02:00:00,416.02,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 03:00:00,416.03,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 04:00:00,416.04,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 05:00:00,416.05,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 06:00:00,416.06,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 07:00:00,416.07,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 08:00:00,416.08,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 09:00:00,416.09,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 10:00:00,416.1,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 11:00:00,416.11,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 12:00:00,416.12,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 13:00:00,416.13,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 14:00:00,416.14,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 15:00:00,416.15,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 16:00:00,416.16,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 17:00:00,416.17,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 18:00:00,416.18,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 19:00:00,416.19,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 20:00:00,416.2,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 21:00:00,416.21,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 22:00:00,416.22,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-16 23:00:00,416.23,13.0,69.0,2,2.0,0.0,4.78,0.0,123.1,4.07
2021-04-17 00:00:00,417.0,20.0,74.0,3,1.0,0.0,4.79,0.0,123.02,4.04
2021-04-17 01:00:00,417.01,19.0,79.0,3,1.0,0.0,4.79,0.0,123.02,4.04
2021-04-17 02:00:00,417.02,18.0,85.0,6,1.0,0.0,4.79,0.0,123.02,4.04
2021-04-17 03:00:00,417.03,17.0,89.0,4,0.0,0.0,4.79,0.0,123.01,4.04
2021-04-17 04:00:00,417.04,17.0,93.0,3,1.0,0.0,4.79,0.0,123.01,4.04
2021-04-17 05:00:00,417.05,16.0,95.0,4,1.0,0.0,4.79,0.0,123.0,4.04
2021-04-17 06:00:00,417.06,16.0,96.0,3,1.0,0.0,4.79,0.0,123.0,4.04
2021-04-17 07:00:00,417.07,17.0,94.0,5,1.0,0.0,4.79,0.0,122.99,4.04
2021-04-17 08:00:00,417.08,19.0,82.0,3,1.0,0.0,4.79,0.0,122.99,4.04
2021-04-17 09:00:00,417.09,21.0,68.0,5,2.0,0.0,4.79,0.0,122.98,4.04
2021-04-17 10:00:00,417.1,23.0,56.0,8,2.0,0.0,4.79,0.0,122.98,4.04
2021-04-17 11:00:00,417.11,24.0,50.0,5,2.0,0.0,4.79,0.0,122.98,4.04
2021-04-17 12:00:00,417.12,24.0,52.0,6,3.0,0.0,4.79,0.0,122.98,4.04
2021-04-17 13:00:00,417.13,22.0,59.0,7,3.0,0.0,4.78,0.0,122.97,4.04
2021-04-17 14:00:00,417.14,22.0,37.0,7,3.0,0.0,4.78,0.0,122.97,4.04
2021-04-17 15:00:00,417.15,22.0,43.0,7,2.0,0.0,4.79,0.0,122.97,4.04
2021-04-17 16:00:00,417.16,21.0,43.0,7,2.0,0.0,4.79,0.0,122.97,4.04
2021-04-17 17:00:00,417.17,21.0,35.0,7,2.0,0.0,4.79,0.0,122.97,4.04
2021-04-17 18:00:00,417.18,19.0,41.0,1,2.0,0.0,4.79,0.0,122.97,4.04
2021-04-17 19:00:00,417.19,18.0,42.0,8,1.0,0.0,4.79,0.0,122.95,4.04
2021-04-17 20:00:00,417.2,17.0,48.0,2,1.0,0.0,4.79,0.0,122.95,4.04
2021-04-17 21:00:00,417.21,16.0,68.0,2,1.0,0.0,4.79,0.0,122.95,4.04
2021-04-17 22:00:00,417.22,15.0,68.0,1,1.0,0.0,4.79,0.0,122.95,4.04
2021-04-17 23:00:00,417.23,20.0,77.0,3,1.0,0.0,4.79,0.0,122.94,4.04
2021-04-18 00:00:00,418.0,20.0,77.0,3,1.0,0.0,4.79,0.0,122.94,4.04
2021-04-18 01:00:00,418.01,20.0,77.0,3,1.0,0.0,4.79,0.0,122.94,4.04
